city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
grenoble,45.1804,5.72,france,fr,fra,auvergne-rhône-alpes,minor,388574,1250071647
saint-etienne,45.4304,4.38,france,fr,fra,auvergne-rhône-alpes,minor,265684,1250000540
toulon,43.1342,5.9188,france,fr,fra,provence-alpes-côte d’azur,minor,357693,1250541629
nice,43.715,7.265,france,fr,fra,provence-alpes-côte d’azur,minor,927000,1250774553
tarbes,43.2333,0.0833,france,fr,fra,occitanie,minor,54854,1250001722
perpignan,42.7,2.9,france,fr,fra,occitanie,minor,146620,1250102680
nimes,43.8304,4.35,france,fr,fra,occitanie,minor,169547,1250417467
strasbourg,48.58,7.75,france,fr,fra,grand est,admin,439972,1250789140
metz,49.1203,6.18,france,fr,fra,grand est,minor,409186,1250778717
mulhouse,47.7504,7.35,france,fr,fra,grand est,,215454,1250218452
nancy,48.6837,6.2,france,fr,fra,grand est,minor,268976,1250925250
bastia,42.7032,9.45,france,fr,fra,corsica,,41001,1250664815
tchibanga,-2.857,11.027,gabon,ga,gab,nyanga,admin,19365,1266060335
gamba,-2.65,10,gabon,ga,gab,ogooué-maritime,,9928,1266236988
libreville,0.3854,9.458,gabon,ga,gab,estuaire,primary,578156,1266952885
omboue,-1.5662,9.25,gabon,ga,gab,ogooué-maritime,,1667,1266708175
ndende,-2.3829,11.3833,gabon,ga,gab,ngounié,,6200,1266578957
mayumba,-3.4166,10.65,gabon,ga,gab,nyanga,,3996,1266317571
moanda,-1.5655,13.2,gabon,ga,gab,haut-ogooué,,30151,1266295581
mouila,-1.8662,11.0167,gabon,ga,gab,ngounié,admin,28000,1266074474
okandja,-0.6829,13.7833,gabon,ga,gab,haut-ogooué,,7155,1266588926
franceville,-1.6333,13.5833,gabon,ga,gab,haut-ogooué,admin,42967,1266537692
oyem,1.6166,11.5833,gabon,ga,gab,woleu-ntem,admin,43423,1266867613
makokou,0.5671,12.8666,gabon,ga,gab,ogooué-ivindo,admin,17070,1266939354
mitzik,0.7837,11.5666,gabon,ga,gab,woleu-ntem,,4111,1266866714
bitam,2.0837,11.4834,gabon,ga,gab,woleu-ntem,,17637,1266921836
mekambo,1.0171,13.9333,gabon,ga,gab,ogooué-ivindo,,3170,1266553682
koulamoutou,-1.1329,12.4833,gabon,ga,gab,ogooué-lolo,admin,16222,1266049565
bifoum,-0.3329,10.3832,gabon,ga,gab,moyen-ogooué,,134,1266655418
port-gentil,-0.72,8.78,gabon,ga,gab,ogooué-maritime,admin,116836,1266383028
lambarene,-0.6996,10.2166,gabon,ga,gab,moyen-ogooué,admin,25310,1266875472
warrington,53.3833,-2.6,united kingdom,gb,gbr,warrington,admin,,1826261547
newbury,51.4,-1.3167,united kingdom,gb,gbr,west berkshire,admin,,1826103829
swindon,51.5167,-1.7833,united kingdom,gb,gbr,swindon,admin,,1826498106
wick,58.4333,-3.0834,united kingdom,gb,gbr,highland,,7147,1826766399
dudley,52.5,-2.0833,united kingdom,gb,gbr,dudley,admin,,1826052828
oxford,51.7704,-1.25,united kingdom,gb,gbr,oxfordshire,admin,192796,1826689568
hackney,51.55,-0.05,united kingdom,gb,gbr,hackney,admin,,1826413202
matlock,53.1333,-1.5333,united kingdom,gb,gbr,derbyshire,admin,,1826168850
lochgilphead,56.0333,-5.4167,united kingdom,gb,gbr,argyll and bute,admin,,1826789416
northallerton,54.3333,-1.4333,united kingdom,gb,gbr,north yorkshire,admin,,1826697671
edinburgh,55.9483,-3.2191,united kingdom,gb,gbr,"edinburgh, city of",admin,504966,1826492520
sunderland,54.92,-1.38,united kingdom,gb,gbr,sunderland,admin,452934,1826736387
swansea,51.63,-3.95,united kingdom,gb,gbr,swansea,admin,294339,1826574888
wokingham,51.4167,-0.8333,united kingdom,gb,gbr,wokingham,admin,,1826878333
city of westminster,51.5,-0.1167,united kingdom,gb,gbr,westminster,admin,,1826759011
solihull,52.4167,-1.7833,united kingdom,gb,gbr,solihull,admin,,1826720500
rochdale,53.6167,-2.15,united kingdom,gb,gbr,rochdale,admin,,1826578106
nottingham,52.9703,-1.17,united kingdom,gb,gbr,nottingham,admin,825600,1826122597
winchester,51.0167,-1.3167,united kingdom,gb,gbr,hampshire,admin,,1826967267
wembley,51.55,-0.2833,united kingdom,gb,gbr,brent,admin,,1826635683
motherwell,55.7833,-4,united kingdom,gb,gbr,north lanarkshire,admin,,1826854355
reading,51.47,-0.98,united kingdom,gb,gbr,reading,admin,369804,1826869043
torquay,50.45,-3.5,united kingdom,gb,gbr,torbay,admin,,1826982921
thornbury,51.6089,-2.5203,united kingdom,gb,gbr,south gloucestershire,admin,,1826096107
oldham,53.55,-2.1167,united kingdom,gb,gbr,oldham,admin,,1826716070
elgin,57.65,-3.3333,united kingdom,gb,gbr,moray,admin,,1826386055
wallsend,54.9914,-1.5597,united kingdom,gb,gbr,north tyneside,admin,,1826171317
weston-super-mare,51.3458,-2.9678,united kingdom,gb,gbr,north somerset,admin,,1826189795
hounslow,51.4667,-0.35,united kingdom,gb,gbr,hounslow,admin,,1826943293
irvine,55.6,-4.6667,united kingdom,gb,gbr,north ayrshire,admin,,1826965925
barnsley,53.55,-1.4833,united kingdom,gb,gbr,barnsley,admin,,1826597621
falkirk,56,-3.7667,united kingdom,gb,gbr,falkirk,admin,,1826502864
slough,51.5,-0.5833,united kingdom,gb,gbr,slough,admin,,1826807636
huddersfield,53.65,-1.7833,united kingdom,gb,gbr,kirklees,admin,,1826672445
kingston upon hull,53.7504,-0.33,united kingdom,gb,gbr,"kingston upon hull, city of",admin,302296,1826028894
romford,51.5833,0.2,united kingdom,gb,gbr,havering,admin,,1826695421
grays,51.4833,0.3333,united kingdom,gb,gbr,thurrock,admin,,1826003493
hertford,51.8,-0.0667,united kingdom,gb,gbr,hertfordshire,admin,,1826912872
coventry,52.4204,-1.5,united kingdom,gb,gbr,coventry,admin,388271,1826979198
leicester,52.63,-1.1332,united kingdom,gb,gbr,leicester,admin,457983,1826431946
beverley,53.8333,-0.4167,united kingdom,gb,gbr,east riding of yorkshire,admin,,1826700096
stirling,56.1167,-3.95,united kingdom,gb,gbr,stirling,admin,,1826517007
norwich,52.6304,1.3,united kingdom,gb,gbr,norfolk,admin,190756,1826688051
darlington,54.5333,-1.5667,united kingdom,gb,gbr,darlington,admin,,1826453946
hereford,52.05,-2.7167,united kingdom,gb,gbr,herefordshire,admin,,1826996583
grimsby,53.5333,-0.05,united kingdom,gb,gbr,north east lincolnshire,admin,,1826700880
bradford,53.8,-1.75,united kingdom,gb,gbr,bradford,admin,501700,1826687116
bracknell,51.4167,-0.75,united kingdom,gb,gbr,bracknell forest,admin,,1826880896
morpeth,55.1667,-1.6833,united kingdom,gb,gbr,northumberland,admin,,1826000022
gateshead,54.945,-1.6175,united kingdom,gb,gbr,gateshead,admin,,1826635849
wandsworth,51.45,-0.2,united kingdom,gb,gbr,wandsworth,admin,,1826844924
south shields,54.9878,-1.4214,united kingdom,gb,gbr,south tyneside,admin,,1826396004
sheffield,53.3667,-1.5,united kingdom,gb,gbr,sheffield,admin,1292900,1826289852
ystrad mynach,51.6403,-3.2433,united kingdom,gb,gbr,caerphilly,admin,,1826498228
south bank,54.5667,-1.15,united kingdom,gb,gbr,redcar and cleveland,admin,,1826839813
haddington,55.9333,-2.7667,united kingdom,gb,gbr,east lothian,admin,,1826363081
aberaeron,52.25,-4.25,united kingdom,gb,gbr,ceredigion,admin,,1826410688
lerwick,60.15,-1.15,united kingdom,gb,gbr,shetland islands,admin,6594,1826896340
cambridge,52.2004,0.1166,united kingdom,gb,gbr,cambridgeshire,admin,128488,1826229713
glenrothes,56.2,-3.1833,united kingdom,gb,gbr,fife,admin,,1826270044
pen-y-bont ar ogwr,51.5058,-3.5772,united kingdom,gb,gbr,bridgend,admin,,1826587515
barri,51.4067,-3.2694,united kingdom,gb,gbr,"vale of glamorgan, the",admin,,1826605492
carlisle,54.88,-2.93,united kingdom,gb,gbr,cumbria,admin,72633,1826843688
aylesbury,51.8167,-0.8,united kingdom,gb,gbr,buckinghamshire,admin,,1826391298
lincoln,53.2333,-0.5333,united kingdom,gb,gbr,lincolnshire,admin,,1826312785
bromley,51.4,0.05,united kingdom,gb,gbr,bromley,admin,,1826385764
kirkwall,58.967,-2.95,united kingdom,gb,gbr,orkney islands,admin,8500,1826208698
blackpool,53.8304,-3.05,united kingdom,gb,gbr,blackpool,admin,272792,1826093175
croydon,51.3833,-0.1,united kingdom,gb,gbr,croydon,admin,,1826126675
dorchester,50.7167,-2.4333,united kingdom,gb,gbr,dorset,admin,,1826909037
hendon,51.6,-0.2167,united kingdom,gb,gbr,barnet,admin,,1826052476
hammersmith,51.5,-0.2333,united kingdom,gb,gbr,hammersmith and fulham,admin,,1826090130
bournemouth,50.73,-1.9,united kingdom,gb,gbr,bournemouth,admin,426945,1826769743
fort william,56.8165,-5.1121,united kingdom,gb,gbr,highland,,9652,1826742184
dumfries,55.0671,-3.55,united kingdom,gb,gbr,dumfries and galloway,admin,31044,1826801547
dumbarton,55.95,-4.5667,united kingdom,gb,gbr,west dunbartonshire,admin,,1826077098
luton,51.8804,-0.42,united kingdom,gb,gbr,luton,admin,235958,1826630574
bristol,51.45,-2.5833,united kingdom,gb,gbr,"bristol, city of",admin,553528,1826921049
enfield,51.6667,-0.0667,united kingdom,gb,gbr,enfield,admin,,1826362409
camberwell,51.4736,-0.0916,united kingdom,gb,gbr,southwark,admin,,1826778761
truro,50.2617,-5.0433,united kingdom,gb,gbr,cornwall,admin,,1826586304
penzance,50.1337,-5.55,united kingdom,gb,gbr,cornwall,,20812,1826600240
clydach vale,51.6267,-3.4761,united kingdom,gb,gbr,rhondda cynon taff,admin,,1826644016
telford,52.6333,-2.5,united kingdom,gb,gbr,telford and wrekin,admin,,1826968934
stockton-on-tees,54.5833,-1.4167,united kingdom,gb,gbr,stockton-on-tees,admin,,1826259802
maidenhead,51.5167,-0.7,united kingdom,gb,gbr,windsor and maidenhead,admin,,1826979451
dalkeith,55.8667,-3.0667,united kingdom,gb,gbr,midlothian,admin,,1826152382
wood green,51.6,-0.1167,united kingdom,gb,gbr,haringey,admin,,1826902664
pont-y-pwl,51.7011,-3.0444,united kingdom,gb,gbr,torfaen,admin,,1826931206
perth,56.4003,-3.47,united kingdom,gb,gbr,perth and kinross,admin,39654,1826081674
milton keynes,52.0333,-0.7,united kingdom,gb,gbr,milton keynes,admin,,1826291745
hartlepool,54.6861,-1.2125,united kingdom,gb,gbr,hartlepool,admin,,1826069842
harrow,51.5833,-0.3167,united kingdom,gb,gbr,harrow,admin,,1826648099
oldbury,52.5,-2.0167,united kingdom,gb,gbr,sandwell,admin,,1826772887
ashton-under-lyne,53.5,-2.1,united kingdom,gb,gbr,tameside,admin,,1826027715
wakefield,53.7,-1.4833,united kingdom,gb,gbr,wakefield,admin,,1826013112
trowbridge,51.3189,-2.2086,united kingdom,gb,gbr,wiltshire,admin,,1826965204
maidstone,51.2667,0.5167,united kingdom,gb,gbr,kent,admin,,1826000009
poole,50.7167,-2,united kingdom,gb,gbr,poole,admin,,1826379738
newport,50.7,-1.3,united kingdom,gb,gbr,isle of wight,admin,,1826718687
walsall,52.6,-2,united kingdom,gb,gbr,walsall,admin,,1826655696
woolwich,51.4667,0.2,united kingdom,gb,gbr,greenwich,admin,,1826479020
southend-on-sea,51.55,0.72,united kingdom,gb,gbr,southend-on-sea,admin,618386,1826524208
scunthorpe,53.5833,-0.65,united kingdom,gb,gbr,north lincolnshire,admin,,1826817883
caernarfon,53.15,-4.2667,united kingdom,gb,gbr,gwynedd,admin,,1826011275
hamilton,55.7667,-4.0333,united kingdom,gb,gbr,south lanarkshire,admin,,1826692620
durham,54.7667,-1.5667,united kingdom,gb,gbr,durham,admin,,1826031748
warwick,52.2833,-1.5833,united kingdom,gb,gbr,warwickshire,admin,,1826383937
aberdeen,57.1704,-2.08,united kingdom,gb,gbr,aberdeen city,admin,189364,1826324306
newtown saint boswells,55.5833,-2.6833,united kingdom,gb,gbr,"scottish borders, the",admin,,1826157453
sutton,51.35,-0.2,united kingdom,gb,gbr,sutton,admin,,1826827095
catford,51.45,-0.0167,united kingdom,gb,gbr,lewisham,admin,,1826259011
lambeth,51.5,-0.1167,united kingdom,gb,gbr,lambeth,admin,,1826545364
lewes,50.8667,-0.0167,united kingdom,gb,gbr,east sussex,admin,,1826774397
dundee,56.4704,-3,united kingdom,gb,gbr,dundee city,admin,151592,1826581481
ipswich,52.0703,1.17,united kingdom,gb,gbr,suffolk,admin,143767,1826629486
birmingham,52.475,-1.92,united kingdom,gb,gbr,birmingham,admin,2285000,1826423213
stoke,53.0004,-2.18,united kingdom,gb,gbr,stoke-on-trent,admin,390801,1826799578
stockport,53.4,-2.15,united kingdom,gb,gbr,stockport,admin,,1826228303
chelmsford,51.7333,0.4833,united kingdom,gb,gbr,essex,admin,,1826876670
leeds,53.83,-1.58,united kingdom,gb,gbr,leeds,admin,1529000,1826343963
bath,51.3837,-2.35,united kingdom,gb,gbr,bath and north east somerset,admin,93238,1826611282
ayr,55.4504,-4.6167,united kingdom,gb,gbr,south ayrshire,admin,69042,1826430700
kirkintilloch,55.9167,-4.1667,united kingdom,gb,gbr,east dunbartonshire,admin,,1826571447
wallasey,53.4333,-3.0667,united kingdom,gb,gbr,wirral,admin,,1826741418
conwy,53.2833,-3.8333,united kingdom,gb,gbr,conwy,admin,,1826011797
rhuthun,53.1167,-3.3,united kingdom,gb,gbr,denbighshire,admin,,1826254442
walthamstow,51.6,-0.0333,united kingdom,gb,gbr,waltham forest,admin,,1826009890
halifax,53.7167,-1.85,united kingdom,gb,gbr,calderdale,admin,,1826413776
peterborough,52.5804,-0.25,united kingdom,gb,gbr,peterborough,admin,140141,1826626144
rotherham,53.4333,-1.35,united kingdom,gb,gbr,rotherham,admin,,1826763937
alloa,56.1167,-3.8,united kingdom,gb,gbr,clackmannanshire,admin,,1826126712
southampton,50.9,-1.4,united kingdom,gb,gbr,southampton,admin,384417,1826602892
ebbw vale,51.7833,-3.2,united kingdom,gb,gbr,blaenau gwent,admin,,1826821223
forfar,56.65,-2.8833,united kingdom,gb,gbr,angus,admin,,1826527188
islington,51.5333,-0.1,united kingdom,gb,gbr,islington,admin,,1826267810
caerfyrddin,51.8592,-4.3117,united kingdom,gb,gbr,carmarthenshire,admin,,1826550370
ealing,51.4888,-0.3048,united kingdom,gb,gbr,ealing,admin,,1826730060
kilmarnock,55.6333,-4.5333,united kingdom,gb,gbr,east ayrshire,admin,,1826595229
newport,51.5833,-2.9833,united kingdom,gb,gbr,newport,admin,,1826018889
kensington,51.5047,-0.1998,united kingdom,gb,gbr,kensington and chelsea,admin,,1826583042
hwlffordd,51.8017,-4.9708,united kingdom,gb,gbr,pembrokeshire,admin,,1826514766
uxbridge,51.55,-0.4833,united kingdom,gb,gbr,hillingdon,admin,,1826505308
twickenham,51.4333,-0.3167,united kingdom,gb,gbr,richmond upon thames,admin,,1826827915
plymouth,50.3854,-4.16,united kingdom,gb,gbr,plymouth,admin,247297,1826947183
livingston,55.8833,-3.5333,united kingdom,gb,gbr,west lothian,admin,,1826286558
portsmouth,50.8003,-1.08,united kingdom,gb,gbr,portsmouth,admin,442252,1826964096
paisley,55.8333,-4.4333,united kingdom,gb,gbr,renfrewshire,admin,,1826549531
exeter,50.7004,-3.53,united kingdom,gb,gbr,devon,admin,113118,1826840903
widnes,53.35,-2.7333,united kingdom,gb,gbr,halton,admin,,1826947686
stretford,53.45,-2.3167,united kingdom,gb,gbr,trafford,admin,,1826645692
stornoway,58.2167,-6.3667,united kingdom,gb,gbr,eilean siar,admin,,1826708788
manchester,53.5004,-2.248,united kingdom,gb,gbr,manchester,admin,2230000,1826246335
inverness,57.4671,-4.2333,united kingdom,gb,gbr,highland,admin,45158,1826161019
morden,51.3982,-0.1984,united kingdom,gb,gbr,merton,admin,,1826667903
london,51.5,-0.1167,united kingdom,gb,gbr,,primary,8567000,1826645935
ilford,51.5597,0.0708,united kingdom,gb,gbr,redbridge,admin,,1826381000
poplar,51.5,-0.0167,united kingdom,gb,gbr,tower hamlets,admin,,1826020769
salford,53.4833,-2.2667,united kingdom,gb,gbr,salford,admin,,1826868550
derby,52.9333,-1.5,united kingdom,gb,gbr,derby,admin,,1826333435
mold,53.1667,-3.1333,united kingdom,gb,gbr,flintshire,admin,,1826650301
worcester,52.2,-2.2,united kingdom,gb,gbr,worcestershire,admin,,1826393854
rochester,51.3833,0.5167,united kingdom,gb,gbr,medway,admin,,1826559634
chichester,50.8333,-0.7833,united kingdom,gb,gbr,west sussex,admin,,1826696164
east ham,51.5333,0.05,united kingdom,gb,gbr,newham,admin,,1826587417
oakham,52.6667,-0.7333,united kingdom,gb,gbr,rutland,admin,,1826442570
gloucester,51.8333,-2.25,united kingdom,gb,gbr,gloucestershire,admin,,1826932068
wrecsam,53.05,-3,united kingdom,gb,gbr,wrexham,admin,,1826879983
wolverhampton,52.5833,-2.1333,united kingdom,gb,gbr,wolverhampton,admin,,1826636841
llangefni,53.2667,-4.3333,united kingdom,gb,gbr,isle of anglesey,admin,,1826557923
hove,50.8333,-0.1833,united kingdom,gb,gbr,brighton and hove,admin,,1826419818
brighton,50.8303,-0.17,united kingdom,gb,gbr,brighton and hove,,503008,1826609057
doncaster,53.5333,-1.1167,united kingdom,gb,gbr,doncaster,admin,,1826979494
shrewsbury,52.7167,-2.7333,united kingdom,gb,gbr,shropshire,admin,,1826283137
glasgow,55.8744,-4.2507,united kingdom,gb,gbr,glasgow city,admin,1160000,1826836462
camden town,51.5457,-0.1403,united kingdom,gb,gbr,camden,admin,,1826810136
cardiff,51.5,-3.225,united kingdom,gb,gbr,cardiff,admin,861400,1826362422
bexleyheath,51.45,0.15,united kingdom,gb,gbr,bexley,admin,,1826858601
dover,51.1337,1.3,united kingdom,gb,gbr,kent,,36384,1826963129
bury,53.6,-2.3,united kingdom,gb,gbr,bury,admin,,1826242195
greenock,55.9333,-4.75,united kingdom,gb,gbr,inverclyde,admin,74635,1826864377
middlesbrough,54.5804,-1.23,united kingdom,gb,gbr,redcar and cleveland,admin,416042,1826407067
scarborough,54.2804,-0.43,united kingdom,gb,gbr,north yorkshire,,70571,1826723231
merthyr tudful,51.75,-3.3833,united kingdom,gb,gbr,merthyr tydfil,admin,,1826737367
taunton,51.0211,-3.1047,united kingdom,gb,gbr,somerset,admin,,1826959489
york,53.9704,-1.08,united kingdom,gb,gbr,york,admin,158947,1826149980
port talbot,51.6,-3.7833,united kingdom,gb,gbr,neath port talbot,admin,,1826981147
dagenham,51.55,0.1667,united kingdom,gb,gbr,barking and dagenham,admin,,1826363543
liverpool,53.416,-2.918,united kingdom,gb,gbr,liverpool,admin,811000,1826558678
saint helens,53.45,-2.7333,united kingdom,gb,gbr,st. helens,admin,,1826775771
knowsley,53.45,-2.85,united kingdom,gb,gbr,knowsley,admin,,1826568900
kingston upon thames,51.4167,-0.2833,united kingdom,gb,gbr,kingston upon thames,admin,,1826345299
wigan,53.5333,-2.6167,united kingdom,gb,gbr,wigan,admin,,1826902223
southport,53.6667,-3,united kingdom,gb,gbr,sefton,admin,,1826271387
preston,53.7667,-2.7167,united kingdom,gb,gbr,lancashire,admin,,1826018478
blackburn,53.75,-2.4833,united kingdom,gb,gbr,blackburn with darwen,admin,,1826802533
bolton,53.5833,-2.4333,united kingdom,gb,gbr,bolton,admin,,1826628353
hugh town,49.9146,-6.3143,united kingdom,gb,gbr,isles of scilly,admin,,1826252332
bedford,52.1333,-0.45,united kingdom,gb,gbr,bedford,admin,,1826771105
chicksands,52.0333,-0.3667,united kingdom,gb,gbr,central bedfordshire,admin,,1826903198
sandbach,53.1333,-2.3667,united kingdom,gb,gbr,cheshire east,admin,,1826911682
chester,53.2,-2.92,united kingdom,gb,gbr,cheshire west and chester,admin,89531,1826441668
llandrindod wells,52.2333,-3.3833,united kingdom,gb,gbr,powys,admin,,1826769225
northampton,52.25,-0.8833,united kingdom,gb,gbr,northamptonshire,admin,,1826806747
giffnock,55.8,-4.2833,united kingdom,gb,gbr,east renfrewshire,admin,,1826874548
newcastle,55.0004,-1.6,united kingdom,gb,gbr,newcastle upon tyne,admin,882000,1826292220
downpatrick,54.3269,-5.7113,united kingdom,gb,gbr,"newry, mourne and down",admin,,1826860584
coleraine,55.1349,-6.6687,united kingdom,gb,gbr,causeway coast and glens,admin,,1826465785
magherafelt,54.7543,-6.6094,united kingdom,gb,gbr,mid ulster,admin,,1826490342
dungannon,54.5033,-6.7643,united kingdom,gb,gbr,mid ulster,admin,,1826799961
cookstown,54.6428,-6.7452,united kingdom,gb,gbr,mid ulster,admin,,1826277161
bangor,54.6617,-5.6654,united kingdom,gb,gbr,ards and north down,admin,,1826282262
strabane,54.8224,-7.4684,united kingdom,gb,gbr,derry and strabane,admin,,1826843663
londonderry,55.0004,-7.3333,united kingdom,gb,gbr,derry and strabane,admin,83652,1826603241
omagh,54.6,-7.3,united kingdom,gb,gbr,fermanagh and omagh,admin,21056,1826686995
enniskillen,54.3466,-7.6411,united kingdom,gb,gbr,fermanagh and omagh,admin,,1826724326
ballymena,54.8612,-6.2763,united kingdom,gb,gbr,mid and east antrim,admin,,1826020355
banbridge,54.3509,-6.267,united kingdom,gb,gbr,"armagh, banbridge and craigavon",admin,,1826331367
armagh,54.3481,-6.6496,united kingdom,gb,gbr,"armagh, banbridge and craigavon",admin,,1826000010
newtownabbey,54.6691,-5.9044,united kingdom,gb,gbr,antrim and newtownabbey,admin,,1826392182
craigavon,54.4497,-6.3646,united kingdom,gb,gbr,"armagh, banbridge and craigavon",admin,,1826678234
antrim,54.7129,-6.2085,united kingdom,gb,gbr,antrim and newtownabbey,admin,,1826477610
newry,54.178,-6.3381,united kingdom,gb,gbr,"newry, mourne and down",admin,,1826243852
lisburn,54.5099,-6.0404,united kingdom,gb,gbr,lisburn and castlereagh,admin,,1826667481
belfast,54.5968,-5.9254,united kingdom,gb,gbr,belfast,admin,,1826325087
belfast,54.6,-5.96,united kingdom,gb,gbr,belfast,,450406,1826509389
usk,51.7025,-2.9042,united kingdom,gb,gbr,monmouthshire,admin,,1826007615
stafford,52.8,-2.1,united kingdom,gb,gbr,staffordshire,admin,,1826088347
saint george's,12.0526,-61.7416,grenada,gd,grd,saint george,primary,33734,1308891766
poti,42.1557,41.6716,georgia,ge,geo,,,47149,1268764439
tbilisi,41.725,44.7908,georgia,ge,geo,,primary,1100000,1268203191
rustavi,41.5704,45.05,georgia,ge,geo,,,157063,1268562807
tskhinvali,42.2325,43.975,georgia,ge,geo,,,38502,1268142653
rustavi,42.2897,43.8543,georgia,ge,geo,kvemo kartli,admin,,1268297743
sukhumi,43.02,41.02,georgia,ge,geo,abkhazia,admin,81546,1268394475
zugdidi,42.5088,41.8709,georgia,ge,geo,samegrelo-zemo svaneti,admin,,1268300325
gori,41.9842,44.1158,georgia,ge,geo,shida kartli,admin,,1268442763
batumi,41.6,41.63,georgia,ge,geo,ajaria,admin,155542,1268193611
akhaltsikhe,41.639,42.9826,georgia,ge,geo,samtskhe-javakheti,admin,,1268352935
mtskheta,41.8451,44.7188,georgia,ge,geo,mtskheta mtianeti,admin,,1268173120
telavi,41.9198,45.4732,georgia,ge,geo,k’akheti,admin,,1268806987
ozurgeti,41.9244,42.0068,georgia,ge,geo,guria,admin,,1268276279
kutaisi,42.25,42.73,georgia,ge,geo,imereti,admin,183945,1268369835
ambrolauri,42.5211,43.1622,georgia,ge,geo,rach’a-lechkhumi da kvemo svaneti,admin,,1268370586
cayenne,4.933,-52.33,french guiana,gf,guf,,admin,61550,1254304969
kourou,5.16,-52.6499,french guiana,gf,guf,,minor,24029,1254317561
sinnamary,5.38,-52.96,french guiana,gf,guf,,minor,3180,1254385870
saint-georges,3.9105,-51.81,french guiana,gf,guf,,minor,2742,1254726319
iracoubo,5.4804,-53.22,french guiana,gf,guf,,minor,1536,1254480447
saint-laurent-du-maroni,5.4976,-54.0325,french guiana,gf,guf,,minor,24287,1254543638
roura,4.73,-52.33,french guiana,gf,guf,,minor,2229,1254511393
saint peter port,49.4561,-2.5408,guernsey,gg,ggy,,primary,,1831991870
ho,6.6004,0.47,ghana,gh,gha,volta,admin,93044,1288938914
bolgatanga,10.7904,-0.85,ghana,gh,gha,upper east,admin,82177,1288943371
yendi,9.4337,-0.0167,ghana,gh,gha,,,42972,1288631491
tamale,9.4004,-0.84,ghana,gh,gha,northern,admin,360579,1288890688
sunyani,7.336,-2.336,ghana,gh,gha,brong-ahafo,admin,70299,1288679588
berekum,7.4504,-2.59,ghana,gh,gha,,,46287,1288257467
kumasi,6.69,-1.63,ghana,gh,gha,ashanti,admin,1646000,1288181103
wa,10.0604,-2.5,ghana,gh,gha,upper west,admin,78107,1288765586
cape coast,5.1104,-1.25,ghana,gh,gha,central,admin,143015,1288506097
sekondi,4.9433,-1.704,ghana,gh,gha,western,admin,286248,1288186231
bawku,11.0604,-0.24,ghana,gh,gha,upper east,,73594,1288067377
nkawkaw,6.5505,-0.78,ghana,gh,gha,,,62667,1288350107
koforidua,6.0904,-0.26,ghana,gh,gha,eastern,admin,156653,1288961962
winneba,5.3504,-0.63,ghana,gh,gha,,,44254,1288886612
accra,5.55,-0.2167,ghana,gh,gha,greater accra,primary,2121000,1288299415
tema,5.6404,0.01,ghana,gh,gha,greater accra,,209000,1288205885
obuasi,6.1904,-1.66,ghana,gh,gha,ashanti,,180117,1288615192
gibraltar,36.1324,-5.3781,gibraltar,gi,gib,,primary,187083,1292385245
nord,81.7166,-17.8,greenland,gl,grl,,,10,1304217709
sisimiut,66.95,-53.6666,greenland,gl,grl,qeqqata,admin,5227,1304160154
qaqortoq,60.7289,-46.0364,greenland,gl,grl,kujalleq,admin,3224,1304746917
savissivik,76.0195,-65.1125,greenland,gl,grl,qaasuitsup,,66,1304246272
tasiilaq,65.6019,-37.6337,greenland,gl,grl,sermersooq,,1829,1304230512
qaanaaq,77.4835,-69.3322,greenland,gl,grl,qaasuitsup,,616,1304094556
ittoqqortoormiit,70.4834,-21.9667,greenland,gl,grl,sermersooq,,469,1304036812
kulusuk,65.5666,-37.1833,greenland,gl,grl,sermersooq,,286,1304671891
timmiarmiut,62.5333,-42.2167,greenland,gl,grl,kujalleq,,10,1304206491
qeqertasuaq,69.2442,-53.5652,greenland,gl,grl,qaasuitsup,,10,1304388071
narsarsuaq,61.1666,-45.4166,greenland,gl,grl,kujalleq,,145,1304138343
kullorsuaq,74.5781,-57.225,greenland,gl,grl,qaasuitsup,,450,1304004889
paamiut,62.0041,-49.6351,greenland,gl,grl,sermersooq,,1862,1304323922
tasiusaq,73.369,-56.0598,greenland,gl,grl,qaasuitsup,,250,1304103267
upernavik,72.7094,-56.1417,greenland,gl,grl,qaasuitsup,,1129,1304750851
qasigiannguit,68.8193,-51.1785,greenland,gl,grl,qaasuitsup,,1341,1304001772
kangersuatsiaq,72.3796,-55.5491,greenland,gl,grl,qaasuitsup,,200,1304939198
nuussuaq,74.121,-57.0674,greenland,gl,grl,qaasuitsup,,204,1304966853
uummannaq,70.675,-52.1229,greenland,gl,grl,qaasuitsup,,1299,1304056798
nuuk,64.1983,-51.7327,greenland,gl,grl,sermersooq,primary,14798,1304028354
ilulissat,69.2167,-51.1,greenland,gl,grl,,admin,4413,1304656747
aasiaat,68.7167,-52.8667,greenland,gl,grl,,admin,,1304194714
bansang,13.4336,-14.65,"gambia, the",gm,gmb,central river,,7615,1270543142
banjul,13.4539,-16.5917,"gambia, the",gm,gmb,banjul,primary,43094,1270723713
basse santa su,13.31,-14.223,"gambia, the",gm,gmb,upper river,admin,14380,1270820759
brikama,13.2804,-16.6599,"gambia, the",gm,gmb,western,admin,195136,1270953861
georgetown,13.551,-14.767,"gambia, the",gm,gmb,central river,admin,3584,1270430701
